x1,x2,cluster
4.6763,-5.15,1.0
2.8623,-2.2553,1.0
2.4022,-5.2005,1.0
4.0854,-4.5995,1.0
2.2737,-5.2392,1.0
4.2111,7.2209,0.0
-4.8184,2.4227,0.0
4.211,4.1663,0.0
-0.61964,3.7291,0.0
4.541,1.8553,0.0
-4.9658,3.022,0.0
3.6774,-0.70668,1.0
-0.93472,2.2394,0.0
4.0845,-0.19958,0.0
-3.1372,3.9202,0.0
3.4721,-1.4832,1.0
-2.9124,4.4458,0.0
4.274,6.3068,0.0
0.097471,2.6435,0.0
3.6908,6.4725,0.0
-2.9873,4.4484,0.0
4.0399,10.112,0.0
-2.8669,2.2215,0.0
4.1302,4.8489,0.0
-1.6036,6.1247,0.0
3.5711,-4.7218,1.0
4.4288,-2.0444,1.0
5.3364,-6.0244,1.0
4.8365,-1.8032,1.0
2.913,-3.7642,1.0
-2.9483,-2.7685,1.0
-4.8586,-6.0257,1.0
-4.4156,-4.6441,1.0
0.65682,1.2905,0.0
-6.0976,-6.7753,1.0
-4.0427,-4.5746,1.0
-2.0815,-2.0486,1.0
-3.8932,-4.446,1.0
3.352,2.8239,0.0
-4.2808,4.2867,0.0
4.1862,0.79414,0.0
1.2056,2.7963,0.0
-1.2377,4.1467,0.0
3.2969,5.8003,0.0
-0.70217,2.8416,0.0
4.1146,8.5452,0.0
-7.9094,-7.093,1.0
-1.5287,-1.6337,1.0
-3.0705,-3.4504,1.0
-3.6431,-4.0317,1.0
-5.4596,-5.4293,1.0
-0.49322,-1.5699,1.0
-1.7353,-2.2821,1.0
-0.030879,-0.54024,1.0
-3.5208,-3.5557,1.0
-2.0409,-3.0847,1.0
-4.5003,-5.2114,1.0
-2.5341,-3.0035,1.0
-0.79956,-0.93699,1.0
-3.9905,-4.2688,1.0
-6.2081,-5.987,1.0
-6.2917,-8.1945,1.0
-1.14,-1.836,1.0
-4.5251,-4.5818,1.0
-6.6058,-7.4884,1.0
-3.6462,-4.5564,1.0
4.0095,-3.3114,1.0
4.9832,-2.9397,1.0
-3.1972,4.8928,0.0
3.7497,5.0222,0.0
-2.6378,4.7199,0.0
3.2878,3.3672,0.0
-3.3728,6.304,0.0
3.2631,9.8867,0.0
-2.5654,5.4319,0.0
3.8138,6.4013,0.0
-3.075,5.5051,0.0
-7.4818,-7.9496,1.0
-7.7904,-8.6798,1.0
-2.6232,-3.1386,1.0
-4.3258,-5.332,1.0
-1.5386,-1.0357,1.0
-1.3164,-1.3393,1.0
-3.4128,-4.7759,1.0
3.7795,-1.4877,1.0
-2.2473,3.6585,0.0
4.2704,2.2615,0.0
-2.8967,3.9063,0.0
3.4568,-0.99771,1.0
-1.9547,2.9085,0.0
4.9374,4.7233,0.0
-3.8674,4.9426,0.0
4.6291,6.7931,0.0
-2.2421,7.4885,0.0
4.1042,2.2557,0.0
1.4501,4.5364,0.0
4.601,1.3522,0.0
-2.5942,5.0828,0.0
4.2225,2.2399,0.0
-0.44259,4.7423,0.0
3.5856,5.5377,0.0
-2.8579,5.6427,0.0
3.9053,9.0114,0.0
-0.78559,3.8627,0.0
3.5789,5.7875,0.0
-1.1239,4.3656,0.0
-2.3201,-3.0011,1.0
-2.5773,-4.8329,1.0
1.9398,2.1835,0.0
-7.969,-9.0567,1.0
-5.1357,-5.0391,1.0
-3.7722,-3.928,1.0
-1.8879,-2.4488,1.0
-0.87956,-0.35297,1.0
-5.0074,-5.5124,1.0
-0.17428,-2.0428,1.0
-2.8674,-3.706,1.0
-0.49909,-1.6019,1.0
-5.7375,-5.2794,1.0
2.4581,1.134,0.0
-8.8572,-9.7569,1.0
-2.2742,-3.4144,1.0
-2.0785,-2.8575,1.0
-2.1301,-2.3581,1.0
-4.8923,-5.0264,1.0
-4.1633,-4.1605,1.0
-4.9662,-4.3394,1.0
-1.7976,-2.5972,1.0
-4.797,-5.3187,1.0
-4.0304,-4.6156,1.0
3.9319,4.8263,0.0
2.9496,2.2917,0.0
4.4533,6.0306,0.0
3.6769,7.2195,0.0
3.7776,2.2751,0.0
-2.1358,2.1833,0.0
-3.3866,-4.2616,1.0
-2.4989,-3.1951,1.0
5.4275,-5.1996,1.0
3.2714,-3.2913,1.0
3.6667,-5.4299,1.0
3.1996,-4.2467,1.0
3.9487,-3.978,1.0
3.323,-5.0923,1.0
3.4077,-5.2125,1.0
2.5883,-4.5616,1.0
4.9396,-3.7992,1.0
3.4996,-4.7971,1.0
3.9549,-2.8477,1.0
4.4672,-5.2853,1.0
3.9771,-5.8746,1.0
3.2576,-3.412,1.0
3.6935,-0.51765,1.0
-1.2999,2.7554,0.0
4.3998,0.54835,0.0
-2.1732,6.1609,0.0
3.5987,1.1724,0.0
-4.2041,1.6046,0.0
3.9004,-1.1343,1.0
-2.6035,3.6425,0.0
3.9491,3.2027,0.0
0.048366,5.0977,0.0
4.5856,2.1531,0.0
-2.0891,4.1639,0.0
-1.3477,-2.881,1.0
-4.7086,-5.4692,1.0
1.9789,1.5168,0.0
3.9823,2.8769,0.0
-2.1,5.7945,0.0
-4.4638,-5.9922,1.0
-3.2302,-2.5581,1.0
-3.5148,-4.3457,1.0
-0.31993,-1.9771,1.0
-1.5641,-1.4856,1.0
2.9451,1.6211,0.0
-3.2555,-4.3771,1.0
-5.8734,-6.8819,1.0
-4.6493,-5.3944,1.0
-5.1804,-5.8217,1.0
-0.80557,-1.6731,1.0
-1.3568,-2.3314,1.0
-2.1038,-2.7101,1.0
-1.2224,-1.6403,1.0
-2.7811,-3.955,1.0
-3.0974,-3.7423,1.0
-0.90066,-1.4437,1.0
-0.88375,-2.0386,1.0
3.0176,2.5822,0.0
-3.8465,-3.2908,1.0
-0.10906,-0.66399,1.0
2.2317,1.6163,0.0
-5.3679,-5.2427,1.0
3.7873,6.7762,0.0
4.2726,7.414,0.0
-1.917,6.7981,0.0
3.5429,3.3781,0.0
-1.52,3.4396,0.0
-6.1823,-6.1833,1.0
-8.4768,-8.6457,1.0
3.8484,-3.1225,1.0
-2.6823,6.1854,0.0
4.003,6.8276,0.0
-0.22063,4.1701,0.0
4.1718,0.36369,0.0
-4.1914,2.3526,0.0
-2.7859,-3.2817,1.0
-4.6301,-4.3811,1.0
-2.9214,-3.1551,1.0
-6.168,-5.7083,1.0
-5.0697,-5.8915,1.0
5.7916,-4.7474,1.0
4.004,-3.5499,1.0
3.1497,1.6276,0.0
-0.88009,2.2903,0.0
3.2194,7.5905,0.0
-0.83187,3.5615,0.0
4.4622,7.5957,0.0
3.7712,-5.6106,1.0
4.7404,-3.7217,1.0
2.7255,-2.0637,1.0
5.9585,-3.513,1.0
4.4933,-3.59,1.0
4.7518,-2.8339,1.0
4.3798,-2.7528,1.0
4.7651,-0.84398,1.0
-1.0548,7.372,0.0
3.8066,-2.9404,1.0
-4.9757,4.2238,0.0
4.0636,4.5207,0.0
-3.4687,1.8693,0.0
4.807,10.118,0.0
-2.607,2.3596,0.0
3.8759,4.6343,0.0
1.8351,4.0183,0.0
3.9743,1.3937,0.0
-1.047,4.8668,0.0
4.0907,4.0664,0.0
-0.72718,6.5097,0.0
4.631,6.3615,0.0
-2.018,3.9771,0.0
4.7558,8.0755,0.0
-2.9022,-3.2036,1.0
-2.6121,-3.2505,1.0
-1.6416,-1.401,1.0
-1.554,-1.714,1.0
-4.5754,-4.9314,1.0
-3.3874,-3.2293,1.0
0.80596,-0.28273,1.0
0.29144,0.31055,1.0
-1.1098,-1.0884,1.0
-4.0911,-4.0292,1.0
-3.0079,-3.308,1.0
4.1569,3.6405,0.0
-3.8159,-4.7663,1.0
-0.7173,-1.7444,1.0
-4.9813,-5.1365,1.0
-4.1847,-4.8179,1.0
-1.778,-3.1563,1.0
-3.7228,-5.3512,1.0
-4.5548,-4.5827,1.0
3.9443,-2.3816,1.0
-4.0841,4.8377,0.0
4.5484,-0.48432,1.0
-4.3493,5.7543,0.0
2.9174,7.7307,0.0
-4.4949,2.9297,0.0
5.2867,-2.1644,1.0
3.4909,-2.7531,1.0
2.7198,-4.2817,1.0
2.8146,-3.3142,1.0
3.1129,-2.485,1.0
3.3719,-2.4157,1.0
2.8676,-4.1425,1.0
2.7679,-3.312,1.0
3.8195,-3.7047,1.0
4.7983,-3.3384,1.0
3.3473,-6.7136,1.0
5.1468,-4.9632,1.0
2.7829,-4.9296,1.0
2.9354,-2.9406,1.0
4.7228,-4.625,1.0
4.3851,-2.3614,1.0
5.278,-4.9131,1.0
3.2037,-1.7062,1.0
4.0592,-2.3924,1.0
-6.3549,-6.6346,1.0
-5.917,-6.7503,1.0
-2.6437,-2.5488,1.0
-0.56818,-1.2981,1.0
-4.6186,-4.2745,1.0
-2.5813,-2.9707,1.0
-1.1014,-0.84597,1.0
3.485,7.9973,0.0
-3.3649,3.43,0.0
3.7886,-1.2331,1.0
-4.1737,5.451,0.0
3.7375,3.4877,0.0
-1.4053,8.7257,0.0
4.5037,0.30935,0.0
-5.7265,4.2021,0.0
3.7219,2.0385,0.0
-2.1572,2.9838,0.0
4.5102,1.8433,0.0
-8.9079,-9.806,1.0
-1.9095,-2.7737,1.0
-2.9942,-2.0706,1.0
-3.8083,-4.0658,1.0
-7.5274,-8.1222,1.0
-3.8115,-3.5646,1.0
-2.0464,-2.1179,1.0
-1.7796,-2.7828,1.0
-0.3628,-0.6534,1.0
-6.452,-6.6973,1.0
-7.3222,-7.5441,1.0
0.13535,0.1454,1.0
-6.9113,-6.4961,1.0
-1.7182,-1.9256,1.0
